COLL_NOM;COLL_INSEE;ENFANT_SEXE;ENFANT_PRENOM;NOMBRE_OCCURENCES;﻿ANNEE
ANGERS;49007;M;Gabin;33;2017
ANGERS;49007;M;Noé;20;2017
ANGERS;49007;M;Martin;14;2017
ANGERS;49007;M;Camille;13;2017
ANGERS;49007;M;Thomas;11;2017
ANGERS;49007;M;Bastien;10;2017
ANGERS;49007;M;Milo;9;2017
ANGERS;49007;M;Alexis;7;2017
ANGERS;49007;M;Nathanaël;6;2017
ANGERS;49007;M;Thiago;5;2017
ANGERS;49007;M;Antoine;11;2018
ANGERS;49007;M;Lucien;9;2018
ANGERS;49007;M;Mathias;6;2018
ANGERS;49007;M;Lenny;5;2018
ANGERS;49007;F;Capucine;13;2017
ANGERS;49007;F;Eléna;8;2017
ANGERS;49007;F;Thelma;5;2017
ANGERS;49007;F;Lyana;4;2017
ANGERS;49007;F;Chloé;26;2018
ANGERS;49007;M;Adrien;5;2013
ANGERS;49007;M;Nathanaël;5;2013
ANGERS;49007;M;Cameron;4;2013
ANGERS;49007;M;Ezio;4;2013
ANGERS;49007;M;Melvin;4;2013
ANGERS;49007;M;Elio;6;2015
ANGERS;49007;M;Abel;4;2015
ANGERS;49007;M;Siméon;4;2015
ANGERS;49007;M;Elio;10;2016
ANGERS;49007;M;Jean;9;2016
ANGERS;49007;M;Tao;6;2017
ANGERS;49007;M;Oscar;15;2018
ANGERS;49007;M;Marin;13;2018
ANGERS;49007;M;Marcus;6;2018
ANGERS;49007;M;Max;4;2018
ANGERS;49007;F;Lisa;12;2016
ANGERS;49007;F;Clémentine;4;2016
ANGERS;49007;F;Elina;4;2016
ANGERS;49007;F;Charlotte;15;2017
ANGERS;49007;F;Camille;26;2018
ANGERS;49007;M;Bastien;7;2013
ANGERS;49007;M;Johan;6;2013
ANGERS;49007;M;Marceau;5;2013
ANGERS;49007;M;Loris;6;2014
ANGERS;49007;M;Mathys;6;2014
ANGERS;49007;M;Emile;4;2014
ANGERS;49007;M;Yanis;17;2015
ANGERS;49007;M;Antoine;11;2015
ANGERS;49007;M;Maxence;28;2016
ANGERS;49007;M;Léon;17;2016
ANGERS;49007;M;Louka;8;2016
ANGERS;49007;M;Antonin;10;2017
ANGERS;49007;M;Yanis;10;2017
ANGERS;49007;F;Clara;10;2017
ANGERS;49007;F;Emilie;4;2017
ANGERS;49007;F;Fatima;4;2017
ANGERS;49007;F;Romane;17;2018
ANGERS;49007;F;Luna;10;2018
ANGERS;49007;F;Augustine;8;2018
ANGERS;49007;F;Elsa;6;2018
ANGERS;49007;M;Nolan;35;2013
ANGERS;49007;M;Gabriel;34;2013
ANGERS;49007;M;Liam;25;2013
ANGERS;49007;M;Mathéo;15;2013
ANGERS;49007;M;Justin;5;2013
ANGERS;49007;M;Hamza;4;2013
ANGERS;49007;M;Lino;4;2013
ANGERS;49007;M;Elias;4;2014
ANGERS;49007;M;Nolann;4;2014
ANGERS;49007;M;Swan;4;2014
ANGERS;49007;M;Raphaël;38;2015
ANGERS;49007;M;Mathéo;14;2015
ANGERS;49007;M;Samuel;9;2015
ANGERS;49007;M;Thiago;7;2015
ANGERS;49007;M;Arthur;41;2018
ANGERS;49007;M;Clément;21;2018
ANGERS;49007;M;David;4;2018
ANGERS;49007;M;Félix;4;2018
ANGERS;49007;M;Ismaël;4;2018
ANGERS;49007;M;Nils;4;2018
ANGERS;49007;M;Ryan;4;2018
ANGERS;49007;F;Yuna;6;2016
ANGERS;49007;F;Mya;9;2017
ANGERS;49007;F;Célia;6;2017
ANGERS;49007;F;Lyla;4;2017
ANGERS;49007;F;Mila;19;2018
ANGERS;49007;M;Axel;31;2014
ANGERS;49007;M;Baptiste;19;2014
ANGERS;49007;M;Eliott;17;2014
ANGERS;49007;M;Ruben;7;2015
ANGERS;49007;M;Bastien;6;2015
ANGERS;49007;M;Lubin;8;2016
ANGERS;49007;M;Sohan;5;2016
ANGERS;49007;M;Timéo;23;2017
ANGERS;49007;M;Hugo;32;2018
ANGERS;49007;M;Gabin;25;2018
ANGERS;49007;F;Louise;41;2013
ANGERS;49007;F;Agathe;20;2013
ANGERS;49007;F;Eloïse;7;2013
ANGERS;49007;F;Cloé;6;2013
ANGERS;49007;F;Amandine;5;2013
ANGERS;49007;F;Naomie;4;2013
ANGERS;49007;F;Prune;4;2013
ANGERS;49007;F;Soraya;4;2013
ANGERS;49007;F;Margot;18;2014
ANGERS;49007;F;Agathe;16;2014
ANGERS;49007;F;Elise;9;2014
ANGERS;49007;F;Shanna;4;2014
ANGERS;49007;F;Zohra;4;2014
ANGERS;49007;F;Juliette;35;2015
ANGERS;49007;F;Lola;27;2015
ANGERS;49007;F;Capucine;24;2015
ANGERS;49007;F;Sarah;18;2015
ANGERS;49007;F;Léane;9;2015
ANGERS;49007;F;Lily;9;2015
ANGERS;49007;F;Valentine;8;2015
ANGERS;49007;F;Cassandre;7;2015
ANGERS;49007;F;Ines;5;2015
ANGERS;49007;F;Leyna;4;2015
ANGERS;49007;F;Valentine;13;2017
ANGERS;49007;F;Eva;18;2018
ANGERS;49007;F;Manon;17;2018
ANGERS;49007;F;Gabrielle;13;2018
ANGERS;49007;F;Iris;13;2018
ANGERS;49007;F;Faustine;11;2018
ANGERS;49007;F;Roxane;8;2018
ANGERS;49007;F;Clémentine;7;2018
ANGERS;49007;F;Justine;7;2018
ANGERS;49007;M;Mathieu;4;2013
ANGERS;49007;M;Yoni;4;2013
ANGERS;49007;M;Jules;34;2014
ANGERS;49007;M;Nolan;20;2017
ANGERS;49007;M;Anas;5;2017
ANGERS;49007;M;Arthur;41;2017
ANGERS;49007;M;Sasha;5;2017
ANGERS;49007;M;Mayron;4;2017
ANGERS;49007;M;Younes;4;2017
ANGERS;49007;M;Paul;42;2018
ANGERS;49007;M;Nino;12;2018
ANGERS;49007;M;Thomas;9;2018
ANGERS;49007;M;William;5;2018
ANGERS;49007;M;Amir;5;2016
ANGERS;49007;M;Léopold;5;2016
ANGERS;49007;F;Chloé;40;2013
ANGERS;49007;F;Capucine;25;2013
ANGERS;49007;F;Clara;13;2013
ANGERS;49007;F;Pauline;9;2013
ANGERS;49007;F;Marion;7;2013
ANGERS;49007;F;Mia;6;2013
ANGERS;49007;F;Alyssa;4;2013
ANGERS;49007;F;Louise;47;2014
ANGERS;49007;F;Eloïse;10;2014
ANGERS;49007;F;Salma;6;2014
ANGERS;49007;F;Léana;5;2014
ANGERS;49007;F;Olivia;4;2014
ANGERS;49007;F;Alice;34;2015
ANGERS;49007;F;Clémence;14;2015
ANGERS;49007;F;Ninon;10;2015
ANGERS;49007;F;Anaïs;9;2015
ANGERS;49007;F;Emy;8;2015
ANGERS;49007;F;Lila;8;2015
ANGERS;49007;F;Laura;7;2015
ANGERS;49007;F;Bertille;5;2015
ANGERS;49007;F;Cléa;4;2015
ANGERS;49007;F;Shaïna;4;2015
ANGERS;49007;F;Lilou;8;2017
ANGERS;49007;F;Enora;6;2017
ANGERS;49007;F;Philomène;4;2017
ANGERS;49007;F;Méline;6;2018
ANGERS;49007;F;Aya;4;2018
ANGERS;49007;F;Daphné;4;2018
ANGERS;49007;M;Tom;28;2013
ANGERS;49007;M;Gaspard;14;2013
ANGERS;49007;M;Rayan;11;2013
ANGERS;49007;M;Yann;5;2013
ANGERS;49007;M;Maël;34;2014
ANGERS;49007;M;Alex;4;2015
ANGERS;49007;M;Eliot;4;2015
ANGERS;49007;M;Marin;4;2015
ANGERS;49007;M;Marceau;9;2016
ANGERS;49007;F;Joséphine;8;2016
ANGERS;49007;F;Noémie;6;2016
ANGERS;49007;M;Timothée;8;2014
ANGERS;49007;M;Mael;7;2014
ANGERS;49007;M;Joseph;9;2015
ANGERS;49007;M;Isaac;7;2015
ANGERS;49007;M;Théo;34;2016
ANGERS;49007;M;Ylan;5;2014
ANGERS;49007;M;Luka;7;2013
ANGERS;49007;M;Aubin;4;2013
ANGERS;49007;M;Ibrahim;4;2013
ANGERS;49007;M;Alex;7;2016
ANGERS;49007;M;Lyam;10;2017
ANGERS;49007;M;Tylio;8;2018
ANGERS;49007;M;Charlie;7;2018
ANGERS;49007;F;Candice;11;2016
ANGERS;49007;F;Eléa;7;2016
ANGERS;49007;F;Elia;4;2016
ANGERS;49007;F;Margaux;20;2017
ANGERS;49007;F;Alix;15;2017
ANGERS;49007;F;Lucie;6;2017
ANGERS;49007;F;Coline;4;2017
ANGERS;49007;F;Laura;4;2017
ANGERS;49007;F;Leïla;4;2017
ANGERS;49007;F;Shaïna;4;2017
ANGERS;49007;F;Héloïse;7;2018
ANGERS;49007;F;Maya;6;2018
ANGERS;49007;F;Safiya;4;2018
ANGERS;49007;M;Louka;12;2013
ANGERS;49007;M;Soan;12;2013
ANGERS;49007;M;Marin;11;2013
ANGERS;49007;M;Esteban;8;2013
ANGERS;49007;M;Ewen;17;2014
ANGERS;49007;M;Adam;16;2014
ANGERS;49007;M;Amir;10;2014
ANGERS;49007;M;Alix;6;2014
ANGERS;49007;M;Loucas;4;2014
ANGERS;49007;M;Salim;4;2014
ANGERS;49007;M;Taïs;4;2014
ANGERS;49007;M;Nathan;22;2015
ANGERS;49007;M;Charly;10;2015
ANGERS;49007;M;Côme;8;2015
ANGERS;49007;M;Louka;7;2015
ANGERS;49007;M;Dylan;5;2015
ANGERS;49007;M;Célian;4;2015
ANGERS;49007;M;Mathys;4;2015
ANGERS;49007;M;Baptiste;14;2016
ANGERS;49007;M;Ilan;9;2016
ANGERS;49007;M;Adrien;7;2016
ANGERS;49007;F;Lilou;28;2013
ANGERS;49007;F;Emma;26;2013
ANGERS;49007;F;Jeanne;19;2013
ANGERS;49007;F;Zélie;12;2013
ANGERS;49007;F;Coline;11;2013
ANGERS;49007;F;Lucile;5;2013
ANGERS;49007;F;Enora;19;2014
ANGERS;49007;F;Clémentine;8;2014
ANGERS;49007;F;Mélissa;8;2014
ANGERS;49007;F;Lyna;7;2014
ANGERS;49007;F;Nawel;7;2014
ANGERS;49007;F;Laura;4;2014
ANGERS;49007;F;Yousra;4;2014
ANGERS;49007;F;Julia;20;2015
ANGERS;49007;F;Faustine;10;2015
ANGERS;49007;F;Maëlle;6;2015
ANGERS;49007;F;Leïa;5;2015
ANGERS;49007;F;Kélya;4;2015
ANGERS;49007;F;Jeanne;26;2016
ANGERS;49007;F;Lana;23;2016
ANGERS;49007;M;Gabriel;44;2017
ANGERS;49007;M;Sandro;4;2017
ANGERS;49007;M;Noé;18;2018
ANGERS;49007;M;Simon;17;2018
ANGERS;49007;M;Liam;16;2018
ANGERS;49007;M;Charly;10;2014
ANGERS;49007;M;Rafaël;7;2015
ANGERS;49007;M;Luis;6;2015
ANGERS;49007;M;Kenzo;5;2015
ANGERS;49007;M;Noé;21;2016
ANGERS;49007;M;Sacha;19;2016
ANGERS;49007;M;Paco;4;2017
ANGERS;49007;M;Baptiste;14;2018
ANGERS;49007;M;Nathan;12;2018
ANGERS;49007;M;Gaston;6;2018
ANGERS;49007;M;Noa;6;2018
ANGERS;49007;M;Naël;5;2018
ANGERS;49007;M;Quentin;5;2018
ANGERS;49007;M;Ayoub;4;2018
ANGERS;49007;M;Dorian;4;2018
ANGERS;49007;F;Lya;9;2013
ANGERS;49007;F;Lise;8;2013
ANGERS;49007;F;Maëlle;6;2013
ANGERS;49007;F;Izia;4;2013
ANGERS;49007;F;Lyna;4;2013
ANGERS;49007;F;Juliette;42;2014
ANGERS;49007;F;Mathilde;13;2014
ANGERS;49007;F;Aya;8;2014
ANGERS;49007;F;Suzanne;8;2014
ANGERS;49007;F;Leïla;6;2014
ANGERS;49007;F;Sofia;6;2014
ANGERS;49007;F;Elya;5;2014
ANGERS;49007;F;Jeanne;25;2015
ANGERS;49007;F;Constance;7;2015
ANGERS;49007;F;Eden;5;2015
ANGERS;49007;F;Lisa;5;2015
ANGERS;49007;F;Romy;5;2015
ANGERS;49007;F;Eléa;4;2015
ANGERS;49007;F;Elya;4;2015
ANGERS;49007;F;Victoria;4;2015
ANGERS;49007;F;Yasmine;4;2015
ANGERS;49007;F;Lina;20;2016
ANGERS;49007;F;Myriam;6;2016
ANGERS;49007;F;Louisa;5;2016
ANGERS;49007;F;Enola;4;2016
ANGERS;49007;F;Juliette;32;2017
ANGERS;49007;F;Adèle;18;2017
ANGERS;49007;F;Mia;15;2017
ANGERS;49007;F;Théa;10;2017
ANGERS;49007;F;Charlie;7;2017
ANGERS;49007;F;Amélia;5;2017
ANGERS;49007;F;Assya;4;2017
ANGERS;49007;F;Ilyana;4;2017
ANGERS;49007;F;Agathe;34;2018
ANGERS;49007;F;Théa;13;2018
ANGERS;49007;F;Miya;5;2018
ANGERS;49007;F;Cassandre;4;2018
ANGERS;49007;F;Célestine;4;2018
ANGERS;49007;F;Victoria;4;2018
ANGERS;49007;M;Maël;37;2013
ANGERS;49007;M;Antoine;18;2013
ANGERS;49007;M;Mohamed;13;2013
ANGERS;49007;M;Tyméo;9;2013
ANGERS;49007;M;Mahé;7;2013
ANGERS;49007;M;Edgar;6;2013
ANGERS;49007;M;Jordan;5;2013
ANGERS;49007;M;Anatole;4;2013
ANGERS;49007;M;David;4;2013
ANGERS;49007;M;Lilian;6;2015
ANGERS;49007;M;Sohan;4;2015
ANGERS;49007;M;Noah;20;2016
ANGERS;49007;M;Pierre;5;2014
ANGERS;49007;M;Antonin;12;2015
ANGERS;49007;M;Milo;9;2015
ANGERS;49007;M;Aubin;6;2015
ANGERS;49007;M;Gabin;35;2016
ANGERS;49007;M;Simon;14;2016
ANGERS;49007;M;Charles;5;2016
ANGERS;49007;M;Marcel;5;2016
ANGERS;49007;M;Esteban;6;2017
ANGERS;49007;M;Ahmed;5;2017
ANGERS;49007;M;Elyas;4;2017
ANGERS;49007;M;Alexandre;11;2018
ANGERS;49007;M;Yanis;9;2018
ANGERS;49007;M;Bastien;8;2018
ANGERS;49007;F;Mia;11;2016
ANGERS;49007;F;Suzanne;6;2016
ANGERS;49007;F;Constance;5;2016
ANGERS;49007;F;Clémence;25;2013
ANGERS;49007;F;Clémentine;6;2013
ANGERS;49007;F;Shana;5;2013
ANGERS;49007;F;Ilana;4;2013
ANGERS;49007;F;Manon;38;2014
ANGERS;49007;F;Romane;21;2014
ANGERS;49007;F;Elsa;7;2014
ANGERS;49007;F;Sophia;4;2014
ANGERS;49007;F;Camille;44;2015
ANGERS;49007;F;Lucie;11;2015
ANGERS;49007;F;Elina;4;2015
ANGERS;49007;F;Yasmina;4;2015
ANGERS;49007;F;Anna;27;2016
ANGERS;49007;F;Margot;18;2016
ANGERS;49007;F;Elsa;16;2016
ANGERS;49007;F;Théa;13;2016
ANGERS;49007;F;Laura;12;2016
ANGERS;49007;F;Axelle;9;2016
ANGERS;49007;F;Anouk;5;2016
ANGERS;49007;F;Sara;4;2016
ANGERS;49007;F;Lilou;11;2018
ANGERS;49007;F;Lucie;10;2018
ANGERS;49007;F;Elise;8;2018
ANGERS;49007;F;Maëlle;7;2018
ANGERS;49007;F;Joséphine;6;2018
ANGERS;49007;M;Timéo;45;2013
ANGERS;49007;M;Clément;33;2013
ANGERS;49007;M;Pierre;7;2013
ANGERS;49007;M;Thibault;7;2013
ANGERS;49007;M;Paul;34;2014
ANGERS;49007;M;Liam;15;2014
ANGERS;49007;M;Louka;14;2014
ANGERS;49007;M;Isaac;7;2014
ANGERS;49007;M;Ibrahim;5;2014
ANGERS;49007;M;Paul;36;2015
ANGERS;49007;M;Kaïs;7;2016
ANGERS;49007;M;Ismaël;5;2016
ANGERS;49007;F;Bertille;5;2017
ANGERS;49007;F;Salomé;5;2017
ANGERS;49007;F;Alma;4;2018
ANGERS;49007;F;Emy;4;2018
ANGERS;49007;M;Tyméo;7;2014
ANGERS;49007;M;Dylan;4;2014
ANGERS;49007;M;Tom;29;2016
ANGERS;49007;M;Noham;9;2016
ANGERS;49007;M;Louison;7;2016
ANGERS;49007;M;Paul;36;2017
ANGERS;49007;M;Nathan;30;2017
ANGERS;49007;M;Mathis;23;2017
ANGERS;49007;M;Thibault;4;2017
ANGERS;49007;F;Clémence;15;2016
ANGERS;49007;F;Elise;13;2016
ANGERS;49007;F;Maïssa;8;2017
ANGERS;49007;F;Amina;4;2017
ANGERS;49007;F;Kenza;6;2018
ANGERS;49007;M;Jonas;5;2013
ANGERS;49007;M;Ylan;5;2013
ANGERS;49007;M;Sacha;29;2015
ANGERS;49007;M;Valentin;18;2015
ANGERS;49007;M;Baptiste;17;2015
ANGERS;49007;M;Maé;4;2015
ANGERS;49007;M;Matthieu;4;2015
ANGERS;49007;M;Rayan;11;2016
ANGERS;49007;M;Tiago;12;2018
ANGERS;49007;M;Alexis;8;2018
ANGERS;49007;M;Ilyes;5;2018
ANGERS;49007;M;Paulin;4;2018
ANGERS;49007;F;Louane;11;2016
ANGERS;49007;F;Alix;9;2016
ANGERS;49007;F;Lily-Rose;6;2016
ANGERS;49007;F;Angèle;5;2016
ANGERS;49007;F;Pauline;5;2016
ANGERS;49007;F;Zélie;13;2017
ANGERS;49007;F;Jade;42;2018
ANGERS;49007;M;Romain;8;2015
ANGERS;49007;M;Mayeul;4;2015
ANGERS;49007;M;Noham;4;2015
ANGERS;49007;M;Gabriel;44;2016
ANGERS;49007;M;Antoine;22;2016
ANGERS;49007;M;Mathéo;16;2016
ANGERS;49007;M;Lino;11;2016
ANGERS;49007;M;Armel;4;2017
ANGERS;49007;F;Eden;4;2017
ANGERS;49007;F;Clara;10;2018
ANGERS;49007;F;Eloïse;9;2018
ANGERS;49007;F;Anaïs;5;2018
ANGERS;49007;F;Tina;4;2018
ANGERS;49007;M;Adam;27;2013
ANGERS;49007;M;Martin;24;2013
ANGERS;49007;M;Simon;24;2013
ANGERS;49007;M;Ilyes;8;2013
ANGERS;49007;M;Kenzo;8;2013
ANGERS;49007;M;Kaïs;6;2013
ANGERS;49007;M;Ruben;5;2013
ANGERS;49007;M;Timothé;5;2013
ANGERS;49007;M;Noam;4;2013
ANGERS;49007;M;Killian;4;2014
ANGERS;49007;M;Ethan;32;2015
ANGERS;49007;M;Malo;22;2015
ANGERS;49007;M;Enzo;12;2017
ANGERS;49007;M;David;4;2017
ANGERS;49007;M;Ilan;4;2017
ANGERS;49007;M;Ruben;4;2017
ANGERS;49007;M;Augustin;25;2018
ANGERS;49007;M;Robin;17;2018
ANGERS;49007;M;Esteban;10;2018
ANGERS;49007;F;Célestine;4;2016
ANGERS;49007;F;Maïwenn;4;2016
ANGERS;49007;F;Naomie;4;2016
ANGERS;49007;F;Iris;8;2017
ANGERS;49007;F;Garance;7;2017
ANGERS;49007;F;Lila;7;2017
ANGERS;49007;F;Suzanne;5;2017
ANGERS;49007;F;Noémie;4;2017
ANGERS;49007;M;Justin;6;2015
ANGERS;49007;M;Marcus;4;2016
ANGERS;49007;M;Quentin;4;2016
ANGERS;49007;M;Maël;50;2017
ANGERS;49007;M;Lucas;38;2017
ANGERS;49007;M;Gaspard;23;2018
ANGERS;49007;M;Edouard;5;2018
ANGERS;49007;F;Léa;33;2013
ANGERS;49007;F;Margot;20;2013
ANGERS;49007;F;Charlotte;8;2013
ANGERS;49007;F;Lilwenn;7;2013
ANGERS;49007;F;Mélina;7;2013
ANGERS;49007;F;Sasha;6;2013
ANGERS;49007;F;Flavie;5;2013
ANGERS;49007;F;Mélissa;5;2013
ANGERS;49007;F;Erine;4;2013
ANGERS;49007;F;Joséphine;4;2013
ANGERS;49007;F;Lena;4;2013
ANGERS;49007;F;Maëlys;12;2014
ANGERS;49007;F;Océane;12;2014
ANGERS;49007;F;Luna;8;2014
ANGERS;49007;F;Céleste;5;2014
ANGERS;49007;F;Naïs;4;2014
ANGERS;49007;F;Emma;31;2015
ANGERS;49007;F;Mélina;8;2015
ANGERS;49007;F;Louane;7;2015
ANGERS;49007;F;Noémie;7;2015
ANGERS;49007;F;Livia;6;2015
ANGERS;49007;F;Isaure;5;2015
ANGERS;49007;F;Alya;4;2015
ANGERS;49007;F;Charlie;4;2015
ANGERS;49007;F;Lily;11;2017
ANGERS;49007;F;Luna;9;2017
ANGERS;49007;F;Evy;4;2017
ANGERS;49007;F;Juliette;36;2018
ANGERS;49007;F;Léana;10;2018
ANGERS;49007;F;Sofia;9;2018
ANGERS;49007;F;Emmy;7;2018
ANGERS;49007;M;Robin;21;2013
ANGERS;49007;M;Tino;4;2013
ANGERS;49007;M;Maé;4;2014
ANGERS;49007;M;Hugo;38;2015
ANGERS;49007;M;Amaury;6;2016
ANGERS;49007;M;Juliann;5;2016
ANGERS;49007;M;Léonard;6;2017
ANGERS;49007;M;Ulysse;6;2017
ANGERS;49007;M;Sohan;5;2017
ANGERS;49007;M;Tim;5;2017
ANGERS;49007;M;Anatole;5;2016
ANGERS;49007;M;Charly;7;2017
ANGERS;49007;M;Ayden;6;2017
ANGERS;49007;M;Lilian;4;2017
ANGERS;49007;M;Melvyn;4;2017
ANGERS;49007;M;Marceau;20;2018
ANGERS;49007;M;Ayden;9;2018
ANGERS;49007;M;Elio;8;2018
ANGERS;49007;M;Léonard;7;2018
ANGERS;49007;M;Ayman;4;2018
ANGERS;49007;M;Célian;4;2018
ANGERS;49007;M;Karl;4;2018
ANGERS;49007;M;Youssef;5;2016
ANGERS;49007;F;Zoé;29;2013
ANGERS;49007;F;Léna;20;2013
ANGERS;49007;F;Roxane;6;2013
ANGERS;49007;F;Alizée;4;2013
ANGERS;49007;F;Iris;4;2013
ANGERS;49007;F;Léa;37;2014
ANGERS;49007;F;Camille;31;2014
ANGERS;49007;F;Leyna;4;2014
ANGERS;49007;F;Manon;28;2015
ANGERS;49007;F;Léonie;22;2015
ANGERS;49007;F;Eva;11;2015
ANGERS;49007;F;Albane;7;2015
ANGERS;49007;F;Sofia;4;2015
ANGERS;49007;F;Manon;34;2016
ANGERS;49007;F;Aria;5;2017
ANGERS;49007;F;Nour;5;2017
ANGERS;49007;F;Sophia;5;2017
ANGERS;49007;F;Apolline;8;2018
ANGERS;49007;F;Célia;5;2018
ANGERS;49007;F;Hortense;5;2018
ANGERS;49007;F;Maëlys;5;2018
ANGERS;49007;F;Léonore;4;2018
ANGERS;49007;M;Maxime;21;2013
ANGERS;49007;M;Camille;10;2013
ANGERS;49007;M;Lenny;10;2013
ANGERS;49007;M;Achille;9;2013
ANGERS;49007;M;Armand;4;2013
ANGERS;49007;M;Lenny;16;2014
ANGERS;49007;F;Lucie;12;2016
ANGERS;49007;F;Albane;6;2016
ANGERS;49007;F;Eva;14;2017
ANGERS;49007;F;Lison;13;2017
ANGERS;49007;M;Loan;8;2014
ANGERS;49007;M;Kylian;6;2014
ANGERS;49007;M;Tristan;6;2014
ANGERS;49007;M;Emilien;5;2014
ANGERS;49007;M;Amaury;7;2015
ANGERS;49007;M;Kaïs;7;2015
ANGERS;49007;M;Mattéo;6;2015
ANGERS;49007;M;Amine;4;2014
ANGERS;49007;M;Jules;64;2015
ANGERS;49007;M;Noah;23;2015
ANGERS;49007;M;Augustin;18;2015
ANGERS;49007;M;Eliott;18;2015
ANGERS;49007;F;Salomé;15;2016
ANGERS;49007;M;Ilan;5;2013
ANGERS;49007;M;Mael;5;2013
ANGERS;49007;M;Charles;4;2013
ANGERS;49007;M;Siméon;7;2016
ANGERS;49007;M;Victor;18;2017
ANGERS;49007;M;Théo;17;2017
ANGERS;49007;M;Amir;10;2017
ANGERS;49007;M;Kaïs;6;2017
ANGERS;49007;M;Charlie;4;2017
ANGERS;49007;M;Kenzo;9;2018
ANGERS;49007;F;Océane;7;2016
ANGERS;49007;F;Ellie;6;2016
ANGERS;49007;F;Mathilde;5;2016
ANGERS;49007;F;Cali;4;2016
ANGERS;49007;F;Emmy;4;2016
ANGERS;49007;F;Héloïse;4;2016
ANGERS;49007;F;Lou;26;2017
ANGERS;49007;F;Anna;21;2017
ANGERS;49007;F;Célestine;13;2017
ANGERS;49007;F;Lisa;7;2017
ANGERS;49007;F;Méline;6;2017
ANGERS;49007;F;Thaïs;5;2017
ANGERS;49007;F;Anaé;4;2017
ANGERS;49007;F;Jeanne;34;2018
ANGERS;49007;F;Albane;13;2018
ANGERS;49007;F;Constance;10;2018
ANGERS;49007;F;Garance;9;2018
ANGERS;49007;F;Izia;4;2018
ANGERS;49007;F;Lilia;4;2018
ANGERS;49007;F;Yuna;4;2018
ANGERS;49007;M;Alexis;17;2013
ANGERS;49007;M;Jean;7;2013
ANGERS;49007;M;Victor;22;2014
ANGERS;49007;M;Nino;13;2014
ANGERS;49007;M;Quentin;10;2014
ANGERS;49007;M;Aubin;8;2014
ANGERS;49007;M;Dorian;5;2014
ANGERS;49007;M;Julien;5;2014
ANGERS;49007;M;Lyam;5;2014
ANGERS;49007;M;Bilal;4;2014
ANGERS;49007;M;Maxence;26;2015
ANGERS;49007;M;Basile;10;2015
ANGERS;49007;M;Amine;6;2015
ANGERS;49007;M;Owen;6;2015
ANGERS;49007;M;Alix;5;2015
ANGERS;49007;M;Edgar;5;2015
ANGERS;49007;M;Wassim;5;2015
ANGERS;49007;M;Albin;4;2015
ANGERS;49007;M;Luka;4;2015
ANGERS;49007;M;Nassim;4;2015
ANGERS;49007;M;Thyméo;4;2015
ANGERS;49007;M;Maël;40;2016
ANGERS;49007;M;Nathan;24;2016
ANGERS;49007;M;Marin;18;2016
ANGERS;49007;M;Ewen;9;2016
ANGERS;49007;F;Juliette;21;2013
ANGERS;49007;F;Elisa;10;2013
ANGERS;49007;F;Sofia;10;2013
ANGERS;49007;F;Alicia;9;2013
ANGERS;49007;F;Violette;4;2013
ANGERS;49007;F;Léonie;18;2014
ANGERS;49007;F;Héloïse;13;2014
ANGERS;49007;F;Alix;10;2014
ANGERS;49007;F;Lily;8;2014
ANGERS;49007;F;Pauline;8;2014
ANGERS;49007;F;Elia;5;2014
ANGERS;49007;F;Leïla;5;2015
ANGERS;49007;F;Candice;4;2015
ANGERS;49007;F;Maïwenn;4;2015
ANGERS;49007;F;Shayna;4;2015
ANGERS;49007;F;Louise;43;2016
ANGERS;49007;F;Léonie;16;2016
ANGERS;49007;M;Eden;20;2017
ANGERS;49007;M;Elie;9;2017
ANGERS;49007;M;Lenny;8;2017
ANGERS;49007;M;Samuel;8;2017
ANGERS;49007;M;Malone;5;2017
ANGERS;49007;M;Lysandre;4;2017
ANGERS;49007;M;Andrea;5;2018
ANGERS;49007;M;Ezio;4;2018
ANGERS;49007;M;Théo;33;2014
ANGERS;49007;M;Oscar;12;2014
ANGERS;49007;M;Pablo;5;2014
ANGERS;49007;M;Lilian;7;2016
ANGERS;49007;M;Mattéo;7;2016
ANGERS;49007;M;Elliott;4;2016
ANGERS;49007;M;Nassim;4;2016
ANGERS;49007;M;Tylio;6;2017
ANGERS;49007;M;Raphaël;37;2018
ANGERS;49007;M;Soan;10;2018
ANGERS;49007;M;Rayan;6;2018
ANGERS;49007;M;Camille;5;2018
ANGERS;49007;M;Alan;4;2018
ANGERS;49007;M;Yassine;4;2018
ANGERS;49007;F;Louna;23;2013
ANGERS;49007;F;Lucie;18;2013
ANGERS;49007;F;Louane;17;2013
ANGERS;49007;F;Lalie;7;2013
ANGERS;49007;F;Elena;5;2013
ANGERS;49007;F;Héloïse;5;2013
ANGERS;49007;F;Salma;5;2013
ANGERS;49007;F;Lola;31;2014
ANGERS;49007;F;Adèle;23;2014
ANGERS;49007;F;Jeanne;20;2014
ANGERS;49007;F;Célia;13;2014
ANGERS;49007;F;Maïwenn;7;2014
ANGERS;49007;F;Maëva;4;2014
ANGERS;49007;F;Margot;19;2015
ANGERS;49007;F;Nina;9;2015
ANGERS;49007;F;Luna;8;2015
ANGERS;49007;F;Anaé;7;2015
ANGERS;49007;F;Raphaëlle;6;2015
ANGERS;49007;F;Adèle;25;2016
ANGERS;49007;F;Louna;16;2016
ANGERS;49007;F;Justine;7;2016
